,index,patient,pathway,event_type,event,time,resource_id,run,rank,snapshot_time,additional,x,y_final,label,resource,x_final,row
1294,129,42,2,queue,treatment_wait_begins,174.34828881122837,,1,23.0,194,,205,305.0,Waiting for Treatment,,135.0,1.0
1295,133,44,2,queue,treatment_wait_begins,186.72302338228388,,1,24.0,194,,205,305.0,Waiting for Treatment,,125.0,1.0
1296,135,45,2,queue,treatment_wait_begins,187.08816512218607,,1,25.0,194,,205,305.0,Waiting for Treatment,,115.0,1.0
1297,140,46,2,queue,treatment_wait_begins,192.75850263079985,,1,26.0,194,,205,305.0,Waiting for Treatment,,105.0,1.0
1302,51,15,2,queue,treatment_wait_begins,89.40922635875023,,1,1.0,196,,205,275.0,Waiting for Treatment,,205.0,0.0
1303,53,16,2,queue,treatment_wait_begins,95.5671546720581,,1,2.0,196,,205,275.0,Waiting for Treatment,,195.0,0.0
1304,55,17,2,queue,treatment_wait_begins,96.33602094118923,,1,3.0,196,,205,275.0,Waiting for Treatment,,185.0,0.0
1305,57,18,2,queue,treatment_wait_begins,96.7939072781402,,1,4.0,196,,205,275.0,Waiting for Treatment,,175.0,0.0
1306,59,19,2,queue,treatment_wait_begins,98.36980328880216,,1,5.0,196,,205,275.0,Waiting for Treatment,,165.0,0.0
1307,71,22,2,queue,treatment_wait_begins,111.17765606341352,,1,6.0,196,,205,275.0,Waiting for Treatment,,155.0,0.0
1308,73,23,2,queue,treatment_wait_begins,112.29553792447513,,1,7.0,196,,205,275.0,Waiting for Treatment,,145.0,0.0
1309,81,24,2,queue,treatment_wait_begins,121.48538924519744,,1,8.0,196,,205,275.0,Waiting for Treatment,,135.0,0.0
1310,83,25,2,queue,treatment_wait_begins,127.62081856126873,,1,9.0,196,,205,275.0,Waiting for Treatment,,125.0,0.0
1311,85,26,2,queue,treatment_wait_begins,130.89979933108373,,1,10.0,196,,205,275.0,Waiting for Treatment,,115.0,0.0
1312,89,28,2,queue,treatment_wait_begins,135.25183130913413,,1,11.0,196,,205,275.0,Waiting for Treatment,,105.0,0.0
1313,91,29,2,queue,treatment_wait_begins,135.6372170444124,,1,12.0,196,,205,275.0,Waiting for Treatment,,95.0,0.0
1314,93,30,2,queue,treatment_wait_begins,136.53537831628518,,1,13.0,196,,205,275.0,Waiting for Treatment,,85.0,0.0
1315,95,31,2,queue,treatment_wait_begins,139.96198057430644,,1,14.0,196,,205,275.0,Waiting for Treatment,,75.0,0.0
1316,97,32,2,queue,treatment_wait_begins,141.90538175510554,,1,15.0,196,,205,275.0,Waiting for Treatment,,65.0,0.0
