,index,patient,pathway,event_type,event,time,resource_id,run,rank,snapshot_time,additional,x,y_final,label,resource,x_final,row
5339,167,55,2,queue,treatment_wait_begins,218.2635794691037,,1,22.0,396,,205,305.0,Waiting for Treatment,,145.0,1.0
5340,181,56,2,queue,treatment_wait_begins,238.24236082502787,,1,23.0,396,,205,305.0,Waiting for Treatment,,135.0,1.0
5341,185,58,2,queue,treatment_wait_begins,242.4802497949752,,1,24.0,396,,205,305.0,Waiting for Treatment,,125.0,1.0
5342,187,59,2,queue,treatment_wait_begins,244.4690310645114,,1,25.0,396,,205,305.0,Waiting for Treatment,,115.0,1.0
5343,189,60,2,queue,treatment_wait_begins,246.27574217918595,,1,26.0,396,,205,305.0,Waiting for Treatment,,105.0,1.0
5344,193,62,2,queue,treatment_wait_begins,252.340535869662,,1,27.0,396,,205,305.0,Waiting for Treatment,,95.0,1.0
5345,195,63,2,queue,treatment_wait_begins,259.21978013724924,,1,28.0,396,,205,305.0,Waiting for Treatment,,85.0,1.0
5346,197,64,2,queue,treatment_wait_begins,266.7588257904633,,1,29.0,396,,205,305.0,Waiting for Treatment,,75.0,1.0
5347,211,65,2,queue,treatment_wait_begins,293.3082397692622,,1,30.0,396,,205,305.0,Waiting for Treatment,,65.0,1.0
5348,213,66,2,queue,treatment_wait_begins,303.841540943146,,1,31.0,396,,205,335.0,Waiting for Treatment,,205.0,2.0
5349,215,67,2,queue,treatment_wait_begins,312.06587014562393,,1,32.0,396,,205,335.0,Waiting for Treatment,,195.0,2.0
5350,226,68,2,queue,treatment_wait_begins,317.28332755550696,,1,33.0,396,,205,335.0,Waiting for Treatment,,185.0,2.0
5351,228,69,2,queue,treatment_wait_begins,320.2459485503109,,1,34.0,396,,205,335.0,Waiting for Treatment,,175.0,2.0
5352,230,70,2,queue,treatment_wait_begins,320.46821633167013,,1,35.0,396,,205,335.0,Waiting for Treatment,,165.0,2.0
5353,235,71,2,queue,treatment_wait_begins,325.25123026577114,,1,36.0,396,,205,335.0,Waiting for Treatment,,155.0,2.0
5354,241,74,2,queue,treatment_wait_begins,346.037960484565,,1,37.0,396,,205,335.0,Waiting for Treatment,,145.0,2.0
5355,243,75,2,queue,treatment_wait_begins,347.69830455805135,,1,38.0,396,,205,335.0,Waiting for Treatment,,135.0,2.0
5356,245,76,2,queue,treatment_wait_begins,347.94705816407,,1,39.0,396,,205,335.0,Waiting for Treatment,,125.0,2.0
5357,247,77,2,queue,treatment_wait_begins,352.5711693396838,,1,40.0,396,,205,335.0,Waiting for Treatment,,115.0,2.0
5358,263,79,2,queue,treatment_wait_begins,369.44362432169635,,1,41.0,396,,205,335.0,Waiting for Treatment,,105.0,2.0
5359,265,80,2,queue,treatment_wait_begins,380.09833875091823,,1,42.0,396,,205,335.0,Waiting for Treatment,,95.0,2.0
5360,267,81,2,queue,treatment_wait_begins,383.8634124776174,,1,43.0,396,,205,335.0,Waiting for Treatment,,85.0,2.0
5361,269,82,2,queue,treatment_wait_begins,390.4333827158369,,1,44.0,396,,205,335.0,Waiting for Treatment,,75.0,2.0
5362,271,83,2,queue,treatment_wait_begins,391.8772976892559,,1,45.0,396,,205,335.0,Waiting for Treatment,,65.0,2.0
5363,273,84,2,queue,treatment_wait_begins,392.54938394344936,,1,46.0,396,3.0,205,365.0,Waiting for Treatment,,130.0,3.0
5370,99,33,2,queue,treatment_wait_begins,148.22641604293108,,1,1.0,398,,205,275.0,Waiting for Treatment,,205.0,0.0
5371,101,34,2,queue,treatment_wait_begins,151.7688691800117,,1,2.0,398,,205,275.0,Waiting for Treatment,,195.0,0.0
5372,106,35,2,queue,treatment_wait_begins,152.9585189515018,,1,3.0,398,,205,275.0,Waiting for Treatment,,185.0,0.0
5373,116,37,2,queue,treatment_wait_begins,158.4717443187417,,1,4.0,398,,205,275.0,Waiting for Treatment,,175.0,0.0
5374,118,38,2,queue,treatment_wait_begins,160.19091112593068,,1,5.0,398,,205,275.0,Waiting for Treatment,,165.0,0.0
5375,120,39,2,queue,treatment_wait_begins,161.80046723046223,,1,6.0,398,,205,275.0,Waiting for Treatment,,155.0,0.0
5376,127,41,2,queue,treatment_wait_begins,167.67977668606895,,1,7.0,398,,205,275.0,Waiting for Treatment,,145.0,0.0
5377,129,42,2,queue,treatment_wait_begins,174.34828881122837,,1,8.0,398,,205,275.0,Waiting for Treatment,,135.0,0.0
5378,133,44,2,queue,treatment_wait_begins,186.72302338228388,,1,9.0,398,,205,275.0,Waiting for Treatment,,125.0,0.0
5379,135,45,2,queue,treatment_wait_begins,187.08816512218607,,1,10.0,398,,205,275.0,Waiting for Treatment,,115.0,0.0
5380,140,46,2,queue,treatment_wait_begins,192.75850263079985,,1,11.0,398,,205,275.0,Waiting for Treatment,,105.0,0.0
5381,148,47,2,queue,treatment_wait_begins,199.5301925701257,,1,12.0,398,,205,275.0,Waiting for Treatment,,95.0,0.0
5382,153,48,2,queue,treatment_wait_begins,205.14039082741283,,1,13.0,398,,205,275.0,Waiting for Treatment,,85.0,0.0
5383,155,49,2,queue,treatment_wait_begins,206.54063642859495,,1,14.0,398,,205,275.0,Waiting for Treatment,,75.0,0.0
5384,157,50,2,queue,treatment_wait_begins,208.1453173837751,,1,15.0,398,,205,275.0,Waiting for Treatment,,65.0,0.0
5385,159,51,2,queue,treatment_wait_begins,208.9739969202831,,1,16.0,398,,205,305.0,Waiting for Treatment,,205.0,1.0
5386,161,52,2,queue,treatment_wait_begins,210.74581448374042,,1,17.0,398,,205,305.0,Waiting for Treatment,,195.0,1.0
5387,163,53,2,queue,treatment_wait_begins,210.85151326578935,,1,18.0,398,,205,305.0,Waiting for Treatment,,185.0,1.0
5388,165,54,2,queue,treatment_wait_begins,211.68829524636791,,1,19.0,398,,205,305.0,Waiting for Treatment,,175.0,1.0
5389,167,55,2,queue,treatment_wait_begins,218.2635794691037,,1,20.0,398,,205,305.0,Waiting for Treatment,,165.0,1.0
5390,181,56,2,queue,treatment_wait_begins,238.24236082502787,,1,21.0,398,,205,305.0,Waiting for Treatment,,155.0,1.0
5391,185,58,2,queue,treatment_wait_begins,242.4802497949752,,1,22.0,398,,205,305.0,Waiting for Treatment,,145.0,1.0
5392,187,59,2,queue,treatment_wait_begins,244.4690310645114,,1,23.0,398,,205,305.0,Waiting for Treatment,,135.0,1.0
5393,189,60,2,queue,treatment_wait_begins,246.27574217918595,,1,24.0,398,,205,305.0,Waiting for Treatment,,125.0,1.0
5394,193,62,2,queue,treatment_wait_begins,252.340535869662,,1,25.0,398,,205,305.0,Waiting for Treatment,,115.0,1.0
5395,195,63,2,queue,treatment_wait_begins,259.21978013724924,,1,26.0,398,,205,305.0,Waiting for Treatment,,105.0,1.0
5396,197,64,2,queue,treatment_wait_begins,266.7588257904633,,1,27.0,398,,205,305.0,Waiting for Treatment,,95.0,1.0
5397,211,65,2,queue,treatment_wait_begins,293.3082397692622,,1,28.0,398,,205,305.0,Waiting for Treatment,,85.0,1.0
5398,213,66,2,queue,treatment_wait_begins,303.841540943146,,1,29.0,398,,205,305.0,Waiting for Treatment,,75.0,1.0
5399,215,67,2,queue,treatment_wait_begins,312.06587014562393,,1,30.0,398,,205,305.0,Waiting for Treatment,,65.0,1.0
5400,226,68,2,queue,treatment_wait_begins,317.28332755550696,,1,31.0,398,,205,335.0,Waiting for Treatment,,205.0,2.0
5401,228,69,2,queue,treatment_wait_begins,320.2459485503109,,1,32.0,398,,205,335.0,Waiting for Treatment,,195.0,2.0
5402,230,70,2,queue,treatment_wait_begins,320.46821633167013,,1,33.0,398,,205,335.0,Waiting for Treatment,,185.0,2.0
5403,235,71,2,queue,treatment_wait_begins,325.25123026577114,,1,34.0,398,,205,335.0,Waiting for Treatment,,175.0,2.0
5404,241,74,2,queue,treatment_wait_begins,346.037960484565,,1,35.0,398,,205,335.0,Waiting for Treatment,,165.0,2.0
5405,243,75,2,queue,treatment_wait_begins,347.69830455805135,,1,36.0,398,,205,335.0,Waiting for Treatment,,155.0,2.0
5406,245,76,2,queue,treatment_wait_begins,347.94705816407,,1,37.0,398,,205,335.0,Waiting for Treatment,,145.0,2.0
5407,247,77,2,queue,treatment_wait_begins,352.5711693396838,,1,38.0,398,,205,335.0,Waiting for Treatment,,135.0,2.0
5408,263,79,2,queue,treatment_wait_begins,369.44362432169635,,1,39.0,398,,205,335.0,Waiting for Treatment,,125.0,2.0
5409,265,80,2,queue,treatment_wait_begins,380.09833875091823,,1,40.0,398,,205,335.0,Waiting for Treatment,,115.0,2.0
5410,267,81,2,queue,treatment_wait_begins,383.8634124776174,,1,41.0,398,,205,335.0,Waiting for Treatment,,105.0,2.0
5411,269,82,2,queue,treatment_wait_begins,390.4333827158369,,1,42.0,398,,205,335.0,Waiting for Treatment,,95.0,2.0
5412,271,83,2,queue,treatment_wait_begins,391.8772976892559,,1,43.0,398,,205,335.0,Waiting for Treatment,,85.0,2.0
5413,273,84,2,queue,treatment_wait_begins,392.54938394344936,,1,44.0,398,,205,335.0,Waiting for Treatment,,75.0,2.0
5414,275,85,2,queue,treatment_wait_begins,393.26178810715084,,1,45.0,398,,205,335.0,Waiting for Treatment,,65.0,2.0
5415,277,86,2,queue,treatment_wait_begins,393.85019969752625,,1,46.0,398,1.0,205,365.0,Waiting for Treatment,,130.0,3.0
5421,101,34,2,queue,treatment_wait_begins,151.7688691800117,,1,1.0,400,,205,275.0,Waiting for Treatment,,205.0,0.0
5422,106,35,2,queue,treatment_wait_begins,152.9585189515018,,1,2.0,400,,205,275.0,Waiting for Treatment,,195.0,0.0
5423,116,37,2,queue,treatment_wait_begins,158.4717443187417,,1,3.0,400,,205,275.0,Waiting for Treatment,,185.0,0.0
5424,118,38,2,queue,treatment_wait_begins,160.19091112593068,,1,4.0,400,,205,275.0,Waiting for Treatment,,175.0,0.0
5425,120,39,2,queue,treatment_wait_begins,161.80046723046223,,1,5.0,400,,205,275.0,Waiting for Treatment,,165.0,0.0
5426,127,41,2,queue,treatment_wait_begins,167.67977668606895,,1,6.0,400,,205,275.0,Waiting for Treatment,,155.0,0.0
5427,129,42,2,queue,treatment_wait_begins,174.34828881122837,,1,7.0,400,,205,275.0,Waiting for Treatment,,145.0,0.0
5428,133,44,2,queue,treatment_wait_begins,186.72302338228388,,1,8.0,400,,205,275.0,Waiting for Treatment,,135.0,0.0
5429,135,45,2,queue,treatment_wait_begins,187.08816512218607,,1,9.0,400,,205,275.0,Waiting for Treatment,,125.0,0.0
5430,140,46,2,queue,treatment_wait_begins,192.75850263079985,,1,10.0,400,,205,275.0,Waiting for Treatment,,115.0,0.0
5431,148,47,2,queue,treatment_wait_begins,199.5301925701257,,1,11.0,400,,205,275.0,Waiting for Treatment,,105.0,0.0
5432,153,48,2,queue,treatment_wait_begins,205.14039082741283,,1,12.0,400,,205,275.0,Waiting for Treatment,,95.0,0.0
5433,155,49,2,queue,treatment_wait_begins,206.54063642859495,,1,13.0,400,,205,275.0,Waiting for Treatment,,85.0,0.0
5434,157,50,2,queue,treatment_wait_begins,208.1453173837751,,1,14.0,400,,205,275.0,Waiting for Treatment,,75.0,0.0
5435,159,51,2,queue,treatment_wait_begins,208.9739969202831,,1,15.0,400,,205,275.0,Waiting for Treatment,,65.0,0.0
5436,161,52,2,queue,treatment_wait_begins,210.74581448374042,,1,16.0,400,,205,305.0,Waiting for Treatment,,205.0,1.0
5437,163,53,2,queue,treatment_wait_begins,210.85151326578935,,1,17.0,400,,205,305.0,Waiting for Treatment,,195.0,1.0
5438,165,54,2,queue,treatment_wait_begins,211.68829524636791,,1,18.0,400,,205,305.0,Waiting for Treatment,,185.0,1.0
5439,167,55,2,queue,treatment_wait_begins,218.2635794691037,,1,19.0,400,,205,305.0,Waiting for Treatment,,175.0,1.0
5440,181,56,2,queue,treatment_wait_begins,238.24236082502787,,1,20.0,400,,205,305.0,Waiting for Treatment,,165.0,1.0
5441,185,58,2,queue,treatment_wait_begins,242.4802497949752,,1,21.0,400,,205,305.0,Waiting for Treatment,,155.0,1.0
5442,187,59,2,queue,treatment_wait_begins,244.4690310645114,,1,22.0,400,,205,305.0,Waiting for Treatment,,145.0,1.0
5443,189,60,2,queue,treatment_wait_begins,246.27574217918595,,1,23.0,400,,205,305.0,Waiting for Treatment,,135.0,1.0
5444,193,62,2,queue,treatment_wait_begins,252.340535869662,,1,24.0,400,,205,305.0,Waiting for Treatment,,125.0,1.0
5445,195,63,2,queue,treatment_wait_begins,259.21978013724924,,1,25.0,400,,205,305.0,Waiting for Treatment,,115.0,1.0
5446,197,64,2,queue,treatment_wait_begins,266.7588257904633,,1,26.0,400,,205,305.0,Waiting for Treatment,,105.0,1.0
5447,211,65,2,queue,treatment_wait_begins,293.3082397692622,,1,27.0,400,,205,305.0,Waiting for Treatment,,95.0,1.0
5448,213,66,2,queue,treatment_wait_begins,303.841540943146,,1,28.0,400,,205,305.0,Waiting for Treatment,,85.0,1.0
5449,215,67,2,queue,treatment_wait_begins,312.06587014562393,,1,29.0,400,,205,305.0,Waiting for Treatment,,75.0,1.0
5450,226,68,2,queue,treatment_wait_begins,317.28332755550696,,1,30.0,400,,205,305.0,Waiting for Treatment,,65.0,1.0
5451,228,69,2,queue,treatment_wait_begins,320.2459485503109,,1,31.0,400,,205,335.0,Waiting for Treatment,,205.0,2.0
5452,230,70,2,queue,treatment_wait_begins,320.46821633167013,,1,32.0,400,,205,335.0,Waiting for Treatment,,195.0,2.0
5453,235,71,2,queue,treatment_wait_begins,325.25123026577114,,1,33.0,400,,205,335.0,Waiting for Treatment,,185.0,2.0
5454,241,74,2,queue,treatment_wait_begins,346.037960484565,,1,34.0,400,,205,335.0,Waiting for Treatment,,175.0,2.0
5455,243,75,2,queue,treatment_wait_begins,347.69830455805135,,1,35.0,400,,205,335.0,Waiting for Treatment,,165.0,2.0
5456,245,76,2,queue,treatment_wait_begins,347.94705816407,,1,36.0,400,,205,335.0,Waiting for Treatment,,155.0,2.0
5457,247,77,2,queue,treatment_wait_begins,352.5711693396838,,1,37.0,400,,205,335.0,Waiting for Treatment,,145.0,2.0
5458,263,79,2,queue,treatment_wait_begins,369.44362432169635,,1,38.0,400,,205,335.0,Waiting for Treatment,,135.0,2.0
5459,265,80,2,queue,treatment_wait_begins,380.09833875091823,,1,39.0,400,,205,335.0,Waiting for Treatment,,125.0,2.0
5460,267,81,2,queue,treatment_wait_begins,383.8634124776174,,1,40.0,400,,205,335.0,Waiting for Treatment,,115.0,2.0
5461,269,82,2,queue,treatment_wait_begins,390.4333827158369,,1,41.0,400,,205,335.0,Waiting for Treatment,,105.0,2.0
5462,271,83,2,queue,treatment_wait_begins,391.8772976892559,,1,42.0,400,,205,335.0,Waiting for Treatment,,95.0,2.0
5463,273,84,2,queue,treatment_wait_begins,392.54938394344936,,1,43.0,400,,205,335.0,Waiting for Treatment,,85.0,2.0
5464,275,85,2,queue,treatment_wait_begins,393.26178810715084,,1,44.0,400,,205,335.0,Waiting for Treatment,,75.0,2.0
5465,277,86,2,queue,treatment_wait_begins,393.85019969752625,,1,45.0,400,,205,335.0,Waiting for Treatment,,65.0,2.0
5466,279,87,2,queue,treatment_wait_begins,394.1235652920939,,1,46.0,400,0.0,205,365.0,Waiting for Treatment,,130.0,3.0
5471,101,34,2,queue,treatment_wait_begins,151.7688691800117,,1,1.0,402,,205,275.0,Waiting for Treatment,,205.0,0.0
5472,106,35,2,queue,treatment_wait_begins,152.9585189515018,,1,2.0,402,,205,275.0,Waiting for Treatment,,195.0,0.0
5473,116,37,2,queue,treatment_wait_begins,158.4717443187417,,1,3.0,402,,205,275.0,Waiting for Treatment,,185.0,0.0
5474,118,38,2,queue,treatment_wait_begins,160.19091112593068,,1,4.0,402,,205,275.0,Waiting for Treatment,,175.0,0.0
5475,120,39,2,queue,treatment_wait_begins,161.80046723046223,,1,5.0,402,,205,275.0,Waiting for Treatment,,165.0,0.0
5476,127,41,2,queue,treatment_wait_begins,167.67977668606895,,1,6.0,402,,205,275.0,Waiting for Treatment,,155.0,0.0
5477,129,42,2,queue,treatment_wait_begins,174.34828881122837,,1,7.0,402,,205,275.0,Waiting for Treatment,,145.0,0.0
5478,133,44,2,queue,treatment_wait_begins,186.72302338228388,,1,8.0,402,,205,275.0,Waiting for Treatment,,135.0,0.0
5479,135,45,2,queue,treatment_wait_begins,187.08816512218607,,1,9.0,402,,205,275.0,Waiting for Treatment,,125.0,0.0
5480,140,46,2,queue,treatment_wait_begins,192.75850263079985,,1,10.0,402,,205,275.0,Waiting for Treatment,,115.0,0.0
5481,148,47,2,queue,treatment_wait_begins,199.5301925701257,,1,11.0,402,,205,275.0,Waiting for Treatment,,105.0,0.0
5482,153,48,2,queue,treatment_wait_begins,205.14039082741283,,1,12.0,402,,205,275.0,Waiting for Treatment,,95.0,0.0
5483,155,49,2,queue,treatment_wait_begins,206.54063642859495,,1,13.0,402,,205,275.0,Waiting for Treatment,,85.0,0.0
5484,157,50,2,queue,treatment_wait_begins,208.1453173837751,,1,14.0,402,,205,275.0,Waiting for Treatment,,75.0,0.0
5485,159,51,2,queue,treatment_wait_begins,208.9739969202831,,1,15.0,402,,205,275.0,Waiting for Treatment,,65.0,0.0
5486,161,52,2,queue,treatment_wait_begins,210.74581448374042,,1,16.0,402,,205,305.0,Waiting for Treatment,,205.0,1.0
5487,163,53,2,queue,treatment_wait_begins,210.85151326578935,,1,17.0,402,,205,305.0,Waiting for Treatment,,195.0,1.0
5488,165,54,2,queue,treatment_wait_begins,211.68829524636791,,1,18.0,402,,205,305.0,Waiting for Treatment,,185.0,1.0
5489,167,55,2,queue,treatment_wait_begins,218.2635794691037,,1,19.0,402,,205,305.0,Waiting for Treatment,,175.0,1.0
5490,181,56,2,queue,treatment_wait_begins,238.24236082502787,,1,20.0,402,,205,305.0,Waiting for Treatment,,165.0,1.0
5491,185,58,2,queue,treatment_wait_begins,242.4802497949752,,1,21.0,402,,205,305.0,Waiting for Treatment,,155.0,1.0
5492,187,59,2,queue,treatment_wait_begins,244.4690310645114,,1,22.0,402,,205,305.0,Waiting for Treatment,,145.0,1.0
5493,189,60,2,queue,treatment_wait_begins,246.27574217918595,,1,23.0,402,,205,305.0,Waiting for Treatment,,135.0,1.0
5494,193,62,2,queue,treatment_wait_begins,252.340535869662,,1,24.0,402,,205,305.0,Waiting for Treatment,,125.0,1.0
5495,195,63,2,queue,treatment_wait_begins,259.21978013724924,,1,25.0,402,,205,305.0,Waiting for Treatment,,115.0,1.0
5496,197,64,2,queue,treatment_wait_begins,266.7588257904633,,1,26.0,402,,205,305.0,Waiting for Treatment,,105.0,1.0
5497,211,65,2,queue,treatment_wait_begins,293.3082397692622,,1,27.0,402,,205,305.0,Waiting for Treatment,,95.0,1.0
5498,213,66,2,queue,treatment_wait_begins,303.841540943146,,1,28.0,402,,205,305.0,Waiting for Treatment,,85.0,1.0
5499,215,67,2,queue,treatment_wait_begins,312.06587014562393,,1,29.0,402,,205,305.0,Waiting for Treatment,,75.0,1.0
5500,226,68,2,queue,treatment_wait_begins,317.28332755550696,,1,30.0,402,,205,305.0,Waiting for Treatment,,65.0,1.0
5501,228,69,2,queue,treatment_wait_begins,320.2459485503109,,1,31.0,402,,205,335.0,Waiting for Treatment,,205.0,2.0
5502,230,70,2,queue,treatment_wait_begins,320.46821633167013,,1,32.0,402,,205,335.0,Waiting for Treatment,,195.0,2.0
5503,235,71,2,queue,treatment_wait_begins,325.25123026577114,,1,33.0,402,,205,335.0,Waiting for Treatment,,185.0,2.0
5504,241,74,2,queue,treatment_wait_begins,346.037960484565,,1,34.0,402,,205,335.0,Waiting for Treatment,,175.0,2.0
5505,243,75,2,queue,treatment_wait_begins,347.69830455805135,,1,35.0,402,,205,335.0,Waiting for Treatment,,165.0,2.0
5506,245,76,2,queue,treatment_wait_begins,347.94705816407,,1,36.0,402,,205,335.0,Waiting for Treatment,,155.0,2.0
5507,247,77,2,queue,treatment_wait_begins,352.5711693396838,,1,37.0,402,,205,335.0,Waiting for Treatment,,145.0,2.0
5508,263,79,2,queue,treatment_wait_begins,369.44362432169635,,1,38.0,402,,205,335.0,Waiting for Treatment,,135.0,2.0
5509,265,80,2,queue,treatment_wait_begins,380.09833875091823,,1,39.0,402,,205,335.0,Waiting for Treatment,,125.0,2.0
5510,267,81,2,queue,treatment_wait_begins,383.8634124776174,,1,40.0,402,,205,335.0,Waiting for Treatment,,115.0,2.0
5511,269,82,2,queue,treatment_wait_begins,390.4333827158369,,1,41.0,402,,205,335.0,Waiting for Treatment,,105.0,2.0
5512,271,83,2,queue,treatment_wait_begins,391.8772976892559,,1,42.0,402,,205,335.0,Waiting for Treatment,,95.0,2.0
5513,273,84,2,queue,treatment_wait_begins,392.54938394344936,,1,43.0,402,,205,335.0,Waiting for Treatment,,85.0,2.0
5514,275,85,2,queue,treatment_wait_begins,393.26178810715084,,1,44.0,402,,205,335.0,Waiting for Treatment,,75.0,2.0
5515,277,86,2,queue,treatment_wait_begins,393.85019969752625,,1,45.0,402,,205,335.0,Waiting for Treatment,,65.0,2.0
5516,279,87,2,queue,treatment_wait_begins,394.1235652920939,,1,46.0,402,0.0,205,365.0,Waiting for Treatment,,130.0,3.0
5522,106,35,2,queue,treatment_wait_begins,152.9585189515018,,1,1.0,404,,205,275.0,Waiting for Treatment,,205.0,0.0
5523,116,37,2,queue,treatment_wait_begins,158.4717443187417,,1,2.0,404,,205,275.0,Waiting for Treatment,,195.0,0.0
5524,118,38,2,queue,treatment_wait_begins,160.19091112593068,,1,3.0,404,,205,275.0,Waiting for Treatment,,185.0,0.0
5525,120,39,2,queue,treatment_wait_begins,161.80046723046223,,1,4.0,404,,205,275.0,Waiting for Treatment,,175.0,0.0
5526,127,41,2,queue,treatment_wait_begins,167.67977668606895,,1,5.0,404,,205,275.0,Waiting for Treatment,,165.0,0.0
5527,129,42,2,queue,treatment_wait_begins,174.34828881122837,,1,6.0,404,,205,275.0,Waiting for Treatment,,155.0,0.0
5528,133,44,2,queue,treatment_wait_begins,186.72302338228388,,1,7.0,404,,205,275.0,Waiting for Treatment,,145.0,0.0
5529,135,45,2,queue,treatment_wait_begins,187.08816512218607,,1,8.0,404,,205,275.0,Waiting for Treatment,,135.0,0.0
5530,140,46,2,queue,treatment_wait_begins,192.75850263079985,,1,9.0,404,,205,275.0,Waiting for Treatment,,125.0,0.0
5531,148,47,2,queue,treatment_wait_begins,199.5301925701257,,1,10.0,404,,205,275.0,Waiting for Treatment,,115.0,0.0
5532,153,48,2,queue,treatment_wait_begins,205.14039082741283,,1,11.0,404,,205,275.0,Waiting for Treatment,,105.0,0.0
5533,155,49,2,queue,treatment_wait_begins,206.54063642859495,,1,12.0,404,,205,275.0,Waiting for Treatment,,95.0,0.0
5534,157,50,2,queue,treatment_wait_begins,208.1453173837751,,1,13.0,404,,205,275.0,Waiting for Treatment,,85.0,0.0
5535,159,51,2,queue,treatment_wait_begins,208.9739969202831,,1,14.0,404,,205,275.0,Waiting for Treatment,,75.0,0.0
5536,161,52,2,queue,treatment_wait_begins,210.74581448374042,,1,15.0,404,,205,275.0,Waiting for Treatment,,65.0,0.0
5537,163,53,2,queue,treatment_wait_begins,210.85151326578935,,1,16.0,404,,205,305.0,Waiting for Treatment,,205.0,1.0
5538,165,54,2,queue,treatment_wait_begins,211.68829524636791,,1,17.0,404,,205,305.0,Waiting for Treatment,,195.0,1.0
5539,167,55,2,queue,treatment_wait_begins,218.2635794691037,,1,18.0,404,,205,305.0,Waiting for Treatment,,185.0,1.0
5540,181,56,2,queue,treatment_wait_begins,238.24236082502787,,1,19.0,404,,205,305.0,Waiting for Treatment,,175.0,1.0
5541,185,58,2,queue,treatment_wait_begins,242.4802497949752,,1,20.0,404,,205,305.0,Waiting for Treatment,,165.0,1.0
5542,187,59,2,queue,treatment_wait_begins,244.4690310645114,,1,21.0,404,,205,305.0,Waiting for Treatment,,155.0,1.0
5543,189,60,2,queue,treatment_wait_begins,246.27574217918595,,1,22.0,404,,205,305.0,Waiting for Treatment,,145.0,1.0
5544,193,62,2,queue,treatment_wait_begins,252.340535869662,,1,23.0,404,,205,305.0,Waiting for Treatment,,135.0,1.0
5545,195,63,2,queue,treatment_wait_begins,259.21978013724924,,1,24.0,404,,205,305.0,Waiting for Treatment,,125.0,1.0
5546,197,64,2,queue,treatment_wait_begins,266.7588257904633,,1,25.0,404,,205,305.0,Waiting for Treatment,,115.0,1.0
5547,211,65,2,queue,treatment_wait_begins,293.3082397692622,,1,26.0,404,,205,305.0,Waiting for Treatment,,105.0,1.0
5548,213,66,2,queue,treatment_wait_begins,303.841540943146,,1,27.0,404,,205,305.0,Waiting for Treatment,,95.0,1.0
5549,215,67,2,queue,treatment_wait_begins,312.06587014562393,,1,28.0,404,,205,305.0,Waiting for Treatment,,85.0,1.0
5550,226,68,2,queue,treatment_wait_begins,317.28332755550696,,1,29.0,404,,205,305.0,Waiting for Treatment,,75.0,1.0
5551,228,69,2,queue,treatment_wait_begins,320.2459485503109,,1,30.0,404,,205,305.0,Waiting for Treatment,,65.0,1.0
5552,230,70,2,queue,treatment_wait_begins,320.46821633167013,,1,31.0,404,,205,335.0,Waiting for Treatment,,205.0,2.0
5553,235,71,2,queue,treatment_wait_begins,325.25123026577114,,1,32.0,404,,205,335.0,Waiting for Treatment,,195.0,2.0
5554,241,74,2,queue,treatment_wait_begins,346.037960484565,,1,33.0,404,,205,335.0,Waiting for Treatment,,185.0,2.0
5555,243,75,2,queue,treatment_wait_begins,347.69830455805135,,1,34.0,404,,205,335.0,Waiting for Treatment,,175.0,2.0
5556,245,76,2,queue,treatment_wait_begins,347.94705816407,,1,35.0,404,,205,335.0,Waiting for Treatment,,165.0,2.0
5557,247,77,2,queue,treatment_wait_begins,352.5711693396838,,1,36.0,404,,205,335.0,Waiting for Treatment,,155.0,2.0
5558,263,79,2,queue,treatment_wait_begins,369.44362432169635,,1,37.0,404,,205,335.0,Waiting for Treatment,,145.0,2.0
5559,265,80,2,queue,treatment_wait_begins,380.09833875091823,,1,38.0,404,,205,335.0,Waiting for Treatment,,135.0,2.0
5560,267,81,2,queue,treatment_wait_begins,383.8634124776174,,1,39.0,404,,205,335.0,Waiting for Treatment,,125.0,2.0
5561,269,82,2,queue,treatment_wait_begins,390.4333827158369,,1,40.0,404,,205,335.0,Waiting for Treatment,,115.0,2.0
5562,271,83,2,queue,treatment_wait_begins,391.8772976892559,,1,41.0,404,,205,335.0,Waiting for Treatment,,105.0,2.0
5563,273,84,2,queue,treatment_wait_begins,392.54938394344936,,1,42.0,404,,205,335.0,Waiting for Treatment,,95.0,2.0
5564,275,85,2,queue,treatment_wait_begins,393.26178810715084,,1,43.0,404,,205,335.0,Waiting for Treatment,,85.0,2.0
5565,277,86,2,queue,treatment_wait_begins,393.85019969752625,,1,44.0,404,,205,335.0,Waiting for Treatment,,75.0,2.0
5566,279,87,2,queue,treatment_wait_begins,394.1235652920939,,1,45.0,404,,205,335.0,Waiting for Treatment,,65.0,2.0
5567,290,88,2,queue,treatment_wait_begins,402.7065312495663,,1,46.0,404,0.0,205,365.0,Waiting for Treatment,,130.0,3.0
5572,106,35,2,queue,treatment_wait_begins,152.9585189515018,,1,1.0,406,,205,275.0,Waiting for Treatment,,205.0,0.0
5573,116,37,2,queue,treatment_wait_begins,158.4717443187417,,1,2.0,406,,205,275.0,Waiting for Treatment,,195.0,0.0
5574,118,38,2,queue,treatment_wait_begins,160.19091112593068,,1,3.0,406,,205,275.0,Waiting for Treatment,,185.0,0.0
5575,120,39,2,queue,treatment_wait_begins,161.80046723046223,,1,4.0,406,,205,275.0,Waiting for Treatment,,175.0,0.0
5576,127,41,2,queue,treatment_wait_begins,167.67977668606895,,1,5.0,406,,205,275.0,Waiting for Treatment,,165.0,0.0
