,index,patient,pathway,event_type,event,time,resource_id,run,rank,snapshot_time,additional,x,y,label,resource
380,69,20,1,resource_use,treatment_begins,110.51521835406044,1.0,1,4.0,116,,205,175,Being Treated,n_cubicles
393,44,10,1,resource_use,treatment_begins,80.24848909995538,4.0,1,1.0,118,,205,175,Being Treated,n_cubicles
394,66,14,1,resource_use,treatment_begins,107.60875370936559,3.0,1,2.0,118,,205,175,Being Treated,n_cubicles
395,69,20,1,resource_use,treatment_begins,110.51521835406044,1.0,1,3.0,118,,205,175,Being Treated,n_cubicles
396,76,21,1,resource_use,treatment_begins,116.33282776713702,2.0,1,4.0,118,,205,175,Being Treated,n_cubicles
408,66,14,1,resource_use,treatment_begins,107.60875370936559,3.0,1,1.0,120,,205,175,Being Treated,n_cubicles
409,69,20,1,resource_use,treatment_begins,110.51521835406044,1.0,1,2.0,120,,205,175,Being Treated,n_cubicles
410,76,21,1,resource_use,treatment_begins,116.33282776713702,2.0,1,3.0,120,,205,175,Being Treated,n_cubicles
411,79,11,2,resource_use,treatment_begins,119.8566567640836,4.0,1,4.0,120,,205,175,Being Treated,n_cubicles
421,66,14,1,resource_use,treatment_begins,107.60875370936559,3.0,1,1.0,122,,205,175,Being Treated,n_cubicles
422,69,20,1,resource_use,treatment_begins,110.51521835406044,1.0,1,2.0,122,,205,175,Being Treated,n_cubicles
423,76,21,1,resource_use,treatment_begins,116.33282776713702,2.0,1,3.0,122,,205,175,Being Treated,n_cubicles
424,79,11,2,resource_use,treatment_begins,119.8566567640836,4.0,1,4.0,122,,205,175,Being Treated,n_cubicles
435,66,14,1,resource_use,treatment_begins,107.60875370936559,3.0,1,1.0,124,,205,175,Being Treated,n_cubicles
436,69,20,1,resource_use,treatment_begins,110.51521835406044,1.0,1,2.0,124,,205,175,Being Treated,n_cubicles
437,76,21,1,resource_use,treatment_begins,116.33282776713702,2.0,1,3.0,124,,205,175,Being Treated,n_cubicles
438,79,11,2,resource_use,treatment_begins,119.8566567640836,4.0,1,4.0,124,,205,175,Being Treated,n_cubicles
449,66,14,1,resource_use,treatment_begins,107.60875370936559,3.0,1,1.0,126,,205,175,Being Treated,n_cubicles
450,69,20,1,resource_use,treatment_begins,110.51521835406044,1.0,1,2.0,126,,205,175,Being Treated,n_cubicles
451,76,21,1,resource_use,treatment_begins,116.33282776713702,2.0,1,3.0,126,,205,175,Being Treated,n_cubicles
452,79,11,2,resource_use,treatment_begins,119.8566567640836,4.0,1,4.0,126,,205,175,Being Treated,n_cubicles
463,66,14,1,resource_use,treatment_begins,107.60875370936559,3.0,1,1.0,128,,205,175,Being Treated,n_cubicles
464,69,20,1,resource_use,treatment_begins,110.51521835406044,1.0,1,2.0,128,,205,175,Being Treated,n_cubicles
465,76,21,1,resource_use,treatment_begins,116.33282776713702,2.0,1,3.0,128,,205,175,Being Treated,n_cubicles
466,79,11,2,resource_use,treatment_begins,119.8566567640836,4.0,1,4.0,128,,205,175,Being Treated,n_cubicles
478,66,14,1,resource_use,treatment_begins,107.60875370936559,3.0,1,1.0,130,,205,175,Being Treated,n_cubicles
479,69,20,1,resource_use,treatment_begins,110.51521835406044,1.0,1,2.0,130,,205,175,Being Treated,n_cubicles
480,76,21,1,resource_use,treatment_begins,116.33282776713702,2.0,1,3.0,130,,205,175,Being Treated,n_cubicles
481,79,11,2,resource_use,treatment_begins,119.8566567640836,4.0,1,4.0,130,,205,175,Being Treated,n_cubicles
493,66,14,1,resource_use,treatment_begins,107.60875370936559,3.0,1,1.0,132,,205,175,Being Treated,n_cubicles
494,69,20,1,resource_use,treatment_begins,110.51521835406044,1.0,1,2.0,132,,205,175,Being Treated,n_cubicles
495,76,21,1,resource_use,treatment_begins,116.33282776713702,2.0,1,3.0,132,,205,175,Being Treated,n_cubicles
496,79,11,2,resource_use,treatment_begins,119.8566567640836,4.0,1,4.0,132,,205,175,Being Treated,n_cubicles
509,66,14,1,resource_use,treatment_begins,107.60875370936559,3.0,1,1.0,134,,205,175,Being Treated,n_cubicles
510,69,20,1,resource_use,treatment_begins,110.51521835406044,1.0,1,2.0,134,,205,175,Being Treated,n_cubicles
511,76,21,1,resource_use,treatment_begins,116.33282776713702,2.0,1,3.0,134,,205,175,Being Treated,n_cubicles
512,79,11,2,resource_use,treatment_begins,119.8566567640836,4.0,1,4.0,134,,205,175,Being Treated,n_cubicles
526,66,14,1,resource_use,treatment_begins,107.60875370936559,3.0,1,1.0,136,,205,175,Being Treated,n_cubicles
527,69,20,1,resource_use,treatment_begins,110.51521835406044,1.0,1,2.0,136,,205,175,Being Treated,n_cubicles
528,76,21,1,resource_use,treatment_begins,116.33282776713702,2.0,1,3.0,136,,205,175,Being Treated,n_cubicles
529,79,11,2,resource_use,treatment_begins,119.8566567640836,4.0,1,4.0,136,,205,175,Being Treated,n_cubicles
545,66,14,1,resource_use,treatment_begins,107.60875370936559,3.0,1,1.0,138,,205,175,Being Treated,n_cubicles
546,69,20,1,resource_use,treatment_begins,110.51521835406044,1.0,1,2.0,138,,205,175,Being Treated,n_cubicles
547,76,21,1,resource_use,treatment_begins,116.33282776713702,2.0,1,3.0,138,,205,175,Being Treated,n_cubicles
548,79,11,2,resource_use,treatment_begins,119.8566567640836,4.0,1,4.0,138,,205,175,Being Treated,n_cubicles
565,66,14,1,resource_use,treatment_begins,107.60875370936559,3.0,1,1.0,140,,205,175,Being Treated,n_cubicles
566,69,20,1,resource_use,treatment_begins,110.51521835406044,1.0,1,2.0,140,,205,175,Being Treated,n_cubicles
567,76,21,1,resource_use,treatment_begins,116.33282776713702,2.0,1,3.0,140,,205,175,Being Treated,n_cubicles
568,79,11,2,resource_use,treatment_begins,119.8566567640836,4.0,1,4.0,140,,205,175,Being Treated,n_cubicles
586,66,14,1,resource_use,treatment_begins,107.60875370936559,3.0,1,1.0,142,,205,175,Being Treated,n_cubicles
587,69,20,1,resource_use,treatment_begins,110.51521835406044,1.0,1,2.0,142,,205,175,Being Treated,n_cubicles
588,76,21,1,resource_use,treatment_begins,116.33282776713702,2.0,1,3.0,142,,205,175,Being Treated,n_cubicles
589,79,11,2,resource_use,treatment_begins,119.8566567640836,4.0,1,4.0,142,,205,175,Being Treated,n_cubicles
608,66,14,1,resource_use,treatment_begins,107.60875370936559,3.0,1,1.0,144,,205,175,Being Treated,n_cubicles
609,69,20,1,resource_use,treatment_begins,110.51521835406044,1.0,1,2.0,144,,205,175,Being Treated,n_cubicles
610,76,21,1,resource_use,treatment_begins,116.33282776713702,2.0,1,3.0,144,,205,175,Being Treated,n_cubicles
611,79,11,2,resource_use,treatment_begins,119.8566567640836,4.0,1,4.0,144,,205,175,Being Treated,n_cubicles
630,66,14,1,resource_use,treatment_begins,107.60875370936559,3.0,1,1.0,146,,205,175,Being Treated,n_cubicles
631,69,20,1,resource_use,treatment_begins,110.51521835406044,1.0,1,2.0,146,,205,175,Being Treated,n_cubicles
632,76,21,1,resource_use,treatment_begins,116.33282776713702,2.0,1,3.0,146,,205,175,Being Treated,n_cubicles
633,79,11,2,resource_use,treatment_begins,119.8566567640836,4.0,1,4.0,146,,205,175,Being Treated,n_cubicles
652,66,14,1,resource_use,treatment_begins,107.60875370936559,3.0,1,1.0,148,,205,175,Being Treated,n_cubicles
653,69,20,1,resource_use,treatment_begins,110.51521835406044,1.0,1,2.0,148,,205,175,Being Treated,n_cubicles
654,76,21,1,resource_use,treatment_begins,116.33282776713702,2.0,1,3.0,148,,205,175,Being Treated,n_cubicles
655,79,11,2,resource_use,treatment_begins,119.8566567640836,4.0,1,4.0,148,,205,175,Being Treated,n_cubicles
674,66,14,1,resource_use,treatment_begins,107.60875370936559,3.0,1,1.0,150,,205,175,Being Treated,n_cubicles
675,69,20,1,resource_use,treatment_begins,110.51521835406044,1.0,1,2.0,150,,205,175,Being Treated,n_cubicles
676,76,21,1,resource_use,treatment_begins,116.33282776713702,2.0,1,3.0,150,,205,175,Being Treated,n_cubicles
677,79,11,2,resource_use,treatment_begins,119.8566567640836,4.0,1,4.0,150,,205,175,Being Treated,n_cubicles
698,69,20,1,resource_use,treatment_begins,110.51521835406044,1.0,1,1.0,152,,205,175,Being Treated,n_cubicles
699,76,21,1,resource_use,treatment_begins,116.33282776713702,2.0,1,2.0,152,,205,175,Being Treated,n_cubicles
700,79,11,2,resource_use,treatment_begins,119.8566567640836,4.0,1,3.0,152,,205,175,Being Treated,n_cubicles
701,104,27,1,resource_use,treatment_begins,151.89288091863907,3.0,1,4.0,152,,205,175,Being Treated,n_cubicles
721,69,20,1,resource_use,treatment_begins,110.51521835406044,1.0,1,1.0,154,,205,175,Being Treated,n_cubicles
722,76,21,1,resource_use,treatment_begins,116.33282776713702,2.0,1,2.0,154,,205,175,Being Treated,n_cubicles
723,79,11,2,resource_use,treatment_begins,119.8566567640836,4.0,1,3.0,154,,205,175,Being Treated,n_cubicles
724,104,27,1,resource_use,treatment_begins,151.89288091863907,3.0,1,4.0,154,,205,175,Being Treated,n_cubicles
746,76,21,1,resource_use,treatment_begins,116.33282776713702,2.0,1,1.0,156,,205,175,Being Treated,n_cubicles
747,79,11,2,resource_use,treatment_begins,119.8566567640836,4.0,1,2.0,156,,205,175,Being Treated,n_cubicles
748,104,27,1,resource_use,treatment_begins,151.89288091863907,3.0,1,3.0,156,,205,175,Being Treated,n_cubicles
749,109,12,2,resource_use,treatment_begins,154.2426115557411,1.0,1,4.0,156,,205,175,Being Treated,n_cubicles
771,79,11,2,resource_use,treatment_begins,119.8566567640836,4.0,1,1.0,158,,205,175,Being Treated,n_cubicles
772,104,27,1,resource_use,treatment_begins,151.89288091863907,3.0,1,2.0,158,,205,175,Being Treated,n_cubicles
773,109,12,2,resource_use,treatment_begins,154.2426115557411,1.0,1,3.0,158,,205,175,Being Treated,n_cubicles
774,114,36,1,resource_use,treatment_begins,156.3516230782147,2.0,1,4.0,158,,205,175,Being Treated,n_cubicles
794,79,11,2,resource_use,treatment_begins,119.8566567640836,4.0,1,1.0,160,,205,175,Being Treated,n_cubicles
795,104,27,1,resource_use,treatment_begins,151.89288091863907,3.0,1,2.0,160,,205,175,Being Treated,n_cubicles
796,109,12,2,resource_use,treatment_begins,154.2426115557411,1.0,1,3.0,160,,205,175,Being Treated,n_cubicles
797,114,36,1,resource_use,treatment_begins,156.3516230782147,2.0,1,4.0,160,,205,175,Being Treated,n_cubicles
818,79,11,2,resource_use,treatment_begins,119.8566567640836,4.0,1,1.0,162,,205,175,Being Treated,n_cubicles
819,104,27,1,resource_use,treatment_begins,151.89288091863907,3.0,1,2.0,162,,205,175,Being Treated,n_cubicles
820,109,12,2,resource_use,treatment_begins,154.2426115557411,1.0,1,3.0,162,,205,175,Being Treated,n_cubicles
821,114,36,1,resource_use,treatment_begins,156.3516230782147,2.0,1,4.0,162,,205,175,Being Treated,n_cubicles
844,79,11,2,resource_use,treatment_begins,119.8566567640836,4.0,1,1.0,164,,205,175,Being Treated,n_cubicles
845,104,27,1,resource_use,treatment_begins,151.89288091863907,3.0,1,2.0,164,,205,175,Being Treated,n_cubicles
846,109,12,2,resource_use,treatment_begins,154.2426115557411,1.0,1,3.0,164,,205,175,Being Treated,n_cubicles
847,114,36,1,resource_use,treatment_begins,156.3516230782147,2.0,1,4.0,164,,205,175,Being Treated,n_cubicles
871,104,27,1,resource_use,treatment_begins,151.89288091863907,3.0,1,1.0,166,,205,175,Being Treated,n_cubicles
872,109,12,2,resource_use,treatment_begins,154.2426115557411,1.0,1,2.0,166,,205,175,Being Treated,n_cubicles
873,114,36,1,resource_use,treatment_begins,156.3516230782147,2.0,1,3.0,166,,205,175,Being Treated,n_cubicles
874,123,13,2,resource_use,treatment_begins,165.5287157863366,4.0,1,4.0,166,,205,175,Being Treated,n_cubicles
896,104,27,1,resource_use,treatment_begins,151.89288091863907,3.0,1,1.0,168,,205,175,Being Treated,n_cubicles
897,109,12,2,resource_use,treatment_begins,154.2426115557411,1.0,1,2.0,168,,205,175,Being Treated,n_cubicles
898,114,36,1,resource_use,treatment_begins,156.3516230782147,2.0,1,3.0,168,,205,175,Being Treated,n_cubicles
899,123,13,2,resource_use,treatment_begins,165.5287157863366,4.0,1,4.0,168,,205,175,Being Treated,n_cubicles
923,104,27,1,resource_use,treatment_begins,151.89288091863907,3.0,1,1.0,170,,205,175,Being Treated,n_cubicles
924,109,12,2,resource_use,treatment_begins,154.2426115557411,1.0,1,2.0,170,,205,175,Being Treated,n_cubicles
925,114,36,1,resource_use,treatment_begins,156.3516230782147,2.0,1,3.0,170,,205,175,Being Treated,n_cubicles
926,123,13,2,resource_use,treatment_begins,165.5287157863366,4.0,1,4.0,170,,205,175,Being Treated,n_cubicles
950,104,27,1,resource_use,treatment_begins,151.89288091863907,3.0,1,1.0,172,,205,175,Being Treated,n_cubicles
951,109,12,2,resource_use,treatment_begins,154.2426115557411,1.0,1,2.0,172,,205,175,Being Treated,n_cubicles
952,114,36,1,resource_use,treatment_begins,156.3516230782147,2.0,1,3.0,172,,205,175,Being Treated,n_cubicles
953,123,13,2,resource_use,treatment_begins,165.5287157863366,4.0,1,4.0,172,,205,175,Being Treated,n_cubicles
977,104,27,1,resource_use,treatment_begins,151.89288091863907,3.0,1,1.0,174,,205,175,Being Treated,n_cubicles
978,109,12,2,resource_use,treatment_begins,154.2426115557411,1.0,1,2.0,174,,205,175,Being Treated,n_cubicles
979,114,36,1,resource_use,treatment_begins,156.3516230782147,2.0,1,3.0,174,,205,175,Being Treated,n_cubicles
980,123,13,2,resource_use,treatment_begins,165.5287157863366,4.0,1,4.0,174,,205,175,Being Treated,n_cubicles
1004,104,27,1,resource_use,treatment_begins,151.89288091863907,3.0,1,1.0,176,,205,175,Being Treated,n_cubicles
1005,109,12,2,resource_use,treatment_begins,154.2426115557411,1.0,1,2.0,176,,205,175,Being Treated,n_cubicles
1006,114,36,1,resource_use,treatment_begins,156.3516230782147,2.0,1,3.0,176,,205,175,Being Treated,n_cubicles
1007,123,13,2,resource_use,treatment_begins,165.5287157863366,4.0,1,4.0,176,,205,175,Being Treated,n_cubicles
1032,104,27,1,resource_use,treatment_begins,151.89288091863907,3.0,1,1.0,178,,205,175,Being Treated,n_cubicles
1033,109,12,2,resource_use,treatment_begins,154.2426115557411,1.0,1,2.0,178,,205,175,Being Treated,n_cubicles
1034,114,36,1,resource_use,treatment_begins,156.3516230782147,2.0,1,3.0,178,,205,175,Being Treated,n_cubicles
1035,123,13,2,resource_use,treatment_begins,165.5287157863366,4.0,1,4.0,178,,205,175,Being Treated,n_cubicles
1060,104,27,1,resource_use,treatment_begins,151.89288091863907,3.0,1,1.0,180,,205,175,Being Treated,n_cubicles
1061,109,12,2,resource_use,treatment_begins,154.2426115557411,1.0,1,2.0,180,,205,175,Being Treated,n_cubicles
1062,114,36,1,resource_use,treatment_begins,156.3516230782147,2.0,1,3.0,180,,205,175,Being Treated,n_cubicles
1063,123,13,2,resource_use,treatment_begins,165.5287157863366,4.0,1,4.0,180,,205,175,Being Treated,n_cubicles
1088,104,27,1,resource_use,treatment_begins,151.89288091863907,3.0,1,1.0,182,,205,175,Being Treated,n_cubicles
1089,109,12,2,resource_use,treatment_begins,154.2426115557411,1.0,1,2.0,182,,205,175,Being Treated,n_cubicles
1090,114,36,1,resource_use,treatment_begins,156.3516230782147,2.0,1,3.0,182,,205,175,Being Treated,n_cubicles
1091,123,13,2,resource_use,treatment_begins,165.5287157863366,4.0,1,4.0,182,,205,175,Being Treated,n_cubicles
1117,104,27,1,resource_use,treatment_begins,151.89288091863907,3.0,1,1.0,184,,205,175,Being Treated,n_cubicles
1118,109,12,2,resource_use,treatment_begins,154.2426115557411,1.0,1,2.0,184,,205,175,Being Treated,n_cubicles
1119,114,36,1,resource_use,treatment_begins,156.3516230782147,2.0,1,3.0,184,,205,175,Being Treated,n_cubicles
1120,123,13,2,resource_use,treatment_begins,165.5287157863366,4.0,1,4.0,184,,205,175,Being Treated,n_cubicles
1146,104,27,1,resource_use,treatment_begins,151.89288091863907,3.0,1,1.0,186,,205,175,Being Treated,n_cubicles
1147,109,12,2,resource_use,treatment_begins,154.2426115557411,1.0,1,2.0,186,,205,175,Being Treated,n_cubicles
1148,114,36,1,resource_use,treatment_begins,156.3516230782147,2.0,1,3.0,186,,205,175,Being Treated,n_cubicles
1149,123,13,2,resource_use,treatment_begins,165.5287157863366,4.0,1,4.0,186,,205,175,Being Treated,n_cubicles
1175,104,27,1,resource_use,treatment_begins,151.89288091863907,3.0,1,1.0,188,,205,175,Being Treated,n_cubicles
1176,109,12,2,resource_use,treatment_begins,154.2426115557411,1.0,1,2.0,188,,205,175,Being Treated,n_cubicles
1177,114,36,1,resource_use,treatment_begins,156.3516230782147,2.0,1,3.0,188,,205,175,Being Treated,n_cubicles
1178,123,13,2,resource_use,treatment_begins,165.5287157863366,4.0,1,4.0,188,,205,175,Being Treated,n_cubicles
1207,104,27,1,resource_use,treatment_begins,151.89288091863907,3.0,1,1.0,190,,205,175,Being Treated,n_cubicles
1208,114,36,1,resource_use,treatment_begins,156.3516230782147,2.0,1,2.0,190,,205,175,Being Treated,n_cubicles
1209,123,13,2,resource_use,treatment_begins,165.5287157863366,4.0,1,3.0,190,,205,175,Being Treated,n_cubicles
1210,138,40,1,resource_use,treatment_begins,189.9062580756693,1.0,1,4.0,190,,205,175,Being Treated,n_cubicles
1237,104,27,1,resource_use,treatment_begins,151.89288091863907,3.0,1,1.0,192,,205,175,Being Treated,n_cubicles
1238,114,36,1,resource_use,treatment_begins,156.3516230782147,2.0,1,2.0,192,,205,175,Being Treated,n_cubicles
1239,123,13,2,resource_use,treatment_begins,165.5287157863366,4.0,1,3.0,192,,205,175,Being Treated,n_cubicles
1240,138,40,1,resource_use,treatment_begins,189.9062580756693,1.0,1,4.0,192,,205,175,Being Treated,n_cubicles
1268,114,36,1,resource_use,treatment_begins,156.3516230782147,2.0,1,1.0,194,,205,175,Being Treated,n_cubicles
1269,123,13,2,resource_use,treatment_begins,165.5287157863366,4.0,1,2.0,194,,205,175,Being Treated,n_cubicles
1270,138,40,1,resource_use,treatment_begins,189.9062580756693,1.0,1,3.0,194,,205,175,Being Treated,n_cubicles
1271,143,43,1,resource_use,treatment_begins,193.96308146336526,3.0,1,4.0,194,,205,175,Being Treated,n_cubicles
1298,114,36,1,resource_use,treatment_begins,156.3516230782147,2.0,1,1.0,196,,205,175,Being Treated,n_cubicles
1299,123,13,2,resource_use,treatment_begins,165.5287157863366,4.0,1,2.0,196,,205,175,Being Treated,n_cubicles
1300,138,40,1,resource_use,treatment_begins,189.9062580756693,1.0,1,3.0,196,,205,175,Being Treated,n_cubicles
1301,143,43,1,resource_use,treatment_begins,193.96308146336526,3.0,1,4.0,196,,205,175,Being Treated,n_cubicles
1329,123,13,2,resource_use,treatment_begins,165.5287157863366,4.0,1,1.0,198,,205,175,Being Treated,n_cubicles
1330,138,40,1,resource_use,treatment_begins,189.9062580756693,1.0,1,2.0,198,,205,175,Being Treated,n_cubicles
1331,143,43,1,resource_use,treatment_begins,193.96308146336526,3.0,1,3.0,198,,205,175,Being Treated,n_cubicles
1332,146,15,2,resource_use,treatment_begins,197.907654145809,2.0,1,4.0,198,,205,175,Being Treated,n_cubicles
1358,123,13,2,resource_use,treatment_begins,165.5287157863366,4.0,1,1.0,200,,205,175,Being Treated,n_cubicles
1359,138,40,1,resource_use,treatment_begins,189.9062580756693,1.0,1,2.0,200,,205,175,Being Treated,n_cubicles
1360,143,43,1,resource_use,treatment_begins,193.96308146336526,3.0,1,3.0,200,,205,175,Being Treated,n_cubicles
1361,146,15,2,resource_use,treatment_begins,197.907654145809,2.0,1,4.0,200,,205,175,Being Treated,n_cubicles
1389,138,40,1,resource_use,treatment_begins,189.9062580756693,1.0,1,1.0,202,,205,175,Being Treated,n_cubicles
1390,143,43,1,resource_use,treatment_begins,193.96308146336526,3.0,1,2.0,202,,205,175,Being Treated,n_cubicles
1391,146,15,2,resource_use,treatment_begins,197.907654145809,2.0,1,3.0,202,,205,175,Being Treated,n_cubicles
1392,151,16,2,resource_use,treatment_begins,200.75284436160058,4.0,1,4.0,202,,205,175,Being Treated,n_cubicles
1418,138,40,1,resource_use,treatment_begins,189.9062580756693,1.0,1,1.0,204,,205,175,Being Treated,n_cubicles
1419,143,43,1,resource_use,treatment_begins,193.96308146336526,3.0,1,2.0,204,,205,175,Being Treated,n_cubicles
1420,146,15,2,resource_use,treatment_begins,197.907654145809,2.0,1,3.0,204,,205,175,Being Treated,n_cubicles
1421,151,16,2,resource_use,treatment_begins,200.75284436160058,4.0,1,4.0,204,,205,175,Being Treated,n_cubicles
1447,138,40,1,resource_use,treatment_begins,189.9062580756693,1.0,1,1.0,206,,205,175,Being Treated,n_cubicles
1448,143,43,1,resource_use,treatment_begins,193.96308146336526,3.0,1,2.0,206,,205,175,Being Treated,n_cubicles
1449,146,15,2,resource_use,treatment_begins,197.907654145809,2.0,1,3.0,206,,205,175,Being Treated,n_cubicles
1450,151,16,2,resource_use,treatment_begins,200.75284436160058,4.0,1,4.0,206,,205,175,Being Treated,n_cubicles
1477,138,40,1,resource_use,treatment_begins,189.9062580756693,1.0,1,1.0,208,,205,175,Being Treated,n_cubicles
1478,143,43,1,resource_use,treatment_begins,193.96308146336526,3.0,1,2.0,208,,205,175,Being Treated,n_cubicles
1479,146,15,2,resource_use,treatment_begins,197.907654145809,2.0,1,3.0,208,,205,175,Being Treated,n_cubicles
1480,151,16,2,resource_use,treatment_begins,200.75284436160058,4.0,1,4.0,208,,205,175,Being Treated,n_cubicles
1508,138,40,1,resource_use,treatment_begins,189.9062580756693,1.0,1,1.0,210,,205,175,Being Treated,n_cubicles
