,index,patient,pathway,event_type,event,time,resource_id,run,rank,snapshot_time,additional,x,y,label,resource
5014,211,65,2,queue,treatment_wait_begins,293.3082397692622,,1,30.0,382,,205,275,Waiting for Treatment,
5015,213,66,2,queue,treatment_wait_begins,303.841540943146,,1,31.0,382,,205,275,Waiting for Treatment,
5016,215,67,2,queue,treatment_wait_begins,312.06587014562393,,1,32.0,382,,205,275,Waiting for Treatment,
5017,226,68,2,queue,treatment_wait_begins,317.28332755550696,,1,33.0,382,,205,275,Waiting for Treatment,
5018,228,69,2,queue,treatment_wait_begins,320.2459485503109,,1,34.0,382,,205,275,Waiting for Treatment,
5019,230,70,2,queue,treatment_wait_begins,320.46821633167013,,1,35.0,382,,205,275,Waiting for Treatment,
5020,235,71,2,queue,treatment_wait_begins,325.25123026577114,,1,36.0,382,,205,275,Waiting for Treatment,
5021,241,74,2,queue,treatment_wait_begins,346.037960484565,,1,37.0,382,,205,275,Waiting for Treatment,
5022,243,75,2,queue,treatment_wait_begins,347.69830455805135,,1,38.0,382,,205,275,Waiting for Treatment,
5023,245,76,2,queue,treatment_wait_begins,347.94705816407,,1,39.0,382,,205,275,Waiting for Treatment,
5024,247,77,2,queue,treatment_wait_begins,352.5711693396838,,1,40.0,382,,205,275,Waiting for Treatment,
5025,263,79,2,queue,treatment_wait_begins,369.44362432169635,,1,41.0,382,,205,275,Waiting for Treatment,
5026,265,80,2,queue,treatment_wait_begins,380.09833875091823,,1,42.0,382,,205,275,Waiting for Treatment,
5031,95,31,2,queue,treatment_wait_begins,139.96198057430644,,1,1.0,384,,205,275,Waiting for Treatment,
5032,97,32,2,queue,treatment_wait_begins,141.90538175510554,,1,2.0,384,,205,275,Waiting for Treatment,
5033,99,33,2,queue,treatment_wait_begins,148.22641604293108,,1,3.0,384,,205,275,Waiting for Treatment,
5034,101,34,2,queue,treatment_wait_begins,151.7688691800117,,1,4.0,384,,205,275,Waiting for Treatment,
5035,106,35,2,queue,treatment_wait_begins,152.9585189515018,,1,5.0,384,,205,275,Waiting for Treatment,
5036,116,37,2,queue,treatment_wait_begins,158.4717443187417,,1,6.0,384,,205,275,Waiting for Treatment,
5037,118,38,2,queue,treatment_wait_begins,160.19091112593068,,1,7.0,384,,205,275,Waiting for Treatment,
5038,120,39,2,queue,treatment_wait_begins,161.80046723046223,,1,8.0,384,,205,275,Waiting for Treatment,
5039,127,41,2,queue,treatment_wait_begins,167.67977668606895,,1,9.0,384,,205,275,Waiting for Treatment,
5040,129,42,2,queue,treatment_wait_begins,174.34828881122837,,1,10.0,384,,205,275,Waiting for Treatment,
5041,133,44,2,queue,treatment_wait_begins,186.72302338228388,,1,11.0,384,,205,275,Waiting for Treatment,
5042,135,45,2,queue,treatment_wait_begins,187.08816512218607,,1,12.0,384,,205,275,Waiting for Treatment,
5043,140,46,2,queue,treatment_wait_begins,192.75850263079985,,1,13.0,384,,205,275,Waiting for Treatment,
5044,148,47,2,queue,treatment_wait_begins,199.5301925701257,,1,14.0,384,,205,275,Waiting for Treatment,
5045,153,48,2,queue,treatment_wait_begins,205.14039082741283,,1,15.0,384,,205,275,Waiting for Treatment,
5046,155,49,2,queue,treatment_wait_begins,206.54063642859495,,1,16.0,384,,205,275,Waiting for Treatment,
5047,157,50,2,queue,treatment_wait_begins,208.1453173837751,,1,17.0,384,,205,275,Waiting for Treatment,
5048,159,51,2,queue,treatment_wait_begins,208.9739969202831,,1,18.0,384,,205,275,Waiting for Treatment,
5049,161,52,2,queue,treatment_wait_begins,210.74581448374042,,1,19.0,384,,205,275,Waiting for Treatment,
5050,163,53,2,queue,treatment_wait_begins,210.85151326578935,,1,20.0,384,,205,275,Waiting for Treatment,
5051,165,54,2,queue,treatment_wait_begins,211.68829524636791,,1,21.0,384,,205,275,Waiting for Treatment,
5052,167,55,2,queue,treatment_wait_begins,218.2635794691037,,1,22.0,384,,205,275,Waiting for Treatment,
5053,181,56,2,queue,treatment_wait_begins,238.24236082502787,,1,23.0,384,,205,275,Waiting for Treatment,
5054,185,58,2,queue,treatment_wait_begins,242.4802497949752,,1,24.0,384,,205,275,Waiting for Treatment,
5055,187,59,2,queue,treatment_wait_begins,244.4690310645114,,1,25.0,384,,205,275,Waiting for Treatment,
5056,189,60,2,queue,treatment_wait_begins,246.27574217918595,,1,26.0,384,,205,275,Waiting for Treatment,
5057,193,62,2,queue,treatment_wait_begins,252.340535869662,,1,27.0,384,,205,275,Waiting for Treatment,
5058,195,63,2,queue,treatment_wait_begins,259.21978013724924,,1,28.0,384,,205,275,Waiting for Treatment,
5059,197,64,2,queue,treatment_wait_begins,266.7588257904633,,1,29.0,384,,205,275,Waiting for Treatment,
5060,211,65,2,queue,treatment_wait_begins,293.3082397692622,,1,30.0,384,,205,275,Waiting for Treatment,
5061,213,66,2,queue,treatment_wait_begins,303.841540943146,,1,31.0,384,,205,275,Waiting for Treatment,
5062,215,67,2,queue,treatment_wait_begins,312.06587014562393,,1,32.0,384,,205,275,Waiting for Treatment,
5063,226,68,2,queue,treatment_wait_begins,317.28332755550696,,1,33.0,384,,205,275,Waiting for Treatment,
5064,228,69,2,queue,treatment_wait_begins,320.2459485503109,,1,34.0,384,,205,275,Waiting for Treatment,
5065,230,70,2,queue,treatment_wait_begins,320.46821633167013,,1,35.0,384,,205,275,Waiting for Treatment,
5066,235,71,2,queue,treatment_wait_begins,325.25123026577114,,1,36.0,384,,205,275,Waiting for Treatment,
5067,241,74,2,queue,treatment_wait_begins,346.037960484565,,1,37.0,384,,205,275,Waiting for Treatment,
5068,243,75,2,queue,treatment_wait_begins,347.69830455805135,,1,38.0,384,,205,275,Waiting for Treatment,
5069,245,76,2,queue,treatment_wait_begins,347.94705816407,,1,39.0,384,,205,275,Waiting for Treatment,
5070,247,77,2,queue,treatment_wait_begins,352.5711693396838,,1,40.0,384,,205,275,Waiting for Treatment,
5071,263,79,2,queue,treatment_wait_begins,369.44362432169635,,1,41.0,384,,205,275,Waiting for Treatment,
5072,265,80,2,queue,treatment_wait_begins,380.09833875091823,,1,42.0,384,,205,275,Waiting for Treatment,
5073,267,81,2,queue,treatment_wait_begins,383.8634124776174,,1,43.0,384,,205,275,Waiting for Treatment,
5078,95,31,2,queue,treatment_wait_begins,139.96198057430644,,1,1.0,386,,205,275,Waiting for Treatment,
5079,97,32,2,queue,treatment_wait_begins,141.90538175510554,,1,2.0,386,,205,275,Waiting for Treatment,
5080,99,33,2,queue,treatment_wait_begins,148.22641604293108,,1,3.0,386,,205,275,Waiting for Treatment,
5081,101,34,2,queue,treatment_wait_begins,151.7688691800117,,1,4.0,386,,205,275,Waiting for Treatment,
5082,106,35,2,queue,treatment_wait_begins,152.9585189515018,,1,5.0,386,,205,275,Waiting for Treatment,
5083,116,37,2,queue,treatment_wait_begins,158.4717443187417,,1,6.0,386,,205,275,Waiting for Treatment,
5084,118,38,2,queue,treatment_wait_begins,160.19091112593068,,1,7.0,386,,205,275,Waiting for Treatment,
5085,120,39,2,queue,treatment_wait_begins,161.80046723046223,,1,8.0,386,,205,275,Waiting for Treatment,
5086,127,41,2,queue,treatment_wait_begins,167.67977668606895,,1,9.0,386,,205,275,Waiting for Treatment,
5087,129,42,2,queue,treatment_wait_begins,174.34828881122837,,1,10.0,386,,205,275,Waiting for Treatment,
5088,133,44,2,queue,treatment_wait_begins,186.72302338228388,,1,11.0,386,,205,275,Waiting for Treatment,
5089,135,45,2,queue,treatment_wait_begins,187.08816512218607,,1,12.0,386,,205,275,Waiting for Treatment,
5090,140,46,2,queue,treatment_wait_begins,192.75850263079985,,1,13.0,386,,205,275,Waiting for Treatment,
5091,148,47,2,queue,treatment_wait_begins,199.5301925701257,,1,14.0,386,,205,275,Waiting for Treatment,
5092,153,48,2,queue,treatment_wait_begins,205.14039082741283,,1,15.0,386,,205,275,Waiting for Treatment,
5093,155,49,2,queue,treatment_wait_begins,206.54063642859495,,1,16.0,386,,205,275,Waiting for Treatment,
5094,157,50,2,queue,treatment_wait_begins,208.1453173837751,,1,17.0,386,,205,275,Waiting for Treatment,
5095,159,51,2,queue,treatment_wait_begins,208.9739969202831,,1,18.0,386,,205,275,Waiting for Treatment,
5096,161,52,2,queue,treatment_wait_begins,210.74581448374042,,1,19.0,386,,205,275,Waiting for Treatment,
5097,163,53,2,queue,treatment_wait_begins,210.85151326578935,,1,20.0,386,,205,275,Waiting for Treatment,
5098,165,54,2,queue,treatment_wait_begins,211.68829524636791,,1,21.0,386,,205,275,Waiting for Treatment,
5099,167,55,2,queue,treatment_wait_begins,218.2635794691037,,1,22.0,386,,205,275,Waiting for Treatment,
5100,181,56,2,queue,treatment_wait_begins,238.24236082502787,,1,23.0,386,,205,275,Waiting for Treatment,
5101,185,58,2,queue,treatment_wait_begins,242.4802497949752,,1,24.0,386,,205,275,Waiting for Treatment,
5102,187,59,2,queue,treatment_wait_begins,244.4690310645114,,1,25.0,386,,205,275,Waiting for Treatment,
5103,189,60,2,queue,treatment_wait_begins,246.27574217918595,,1,26.0,386,,205,275,Waiting for Treatment,
5104,193,62,2,queue,treatment_wait_begins,252.340535869662,,1,27.0,386,,205,275,Waiting for Treatment,
5105,195,63,2,queue,treatment_wait_begins,259.21978013724924,,1,28.0,386,,205,275,Waiting for Treatment,
5106,197,64,2,queue,treatment_wait_begins,266.7588257904633,,1,29.0,386,,205,275,Waiting for Treatment,
5107,211,65,2,queue,treatment_wait_begins,293.3082397692622,,1,30.0,386,,205,275,Waiting for Treatment,
5108,213,66,2,queue,treatment_wait_begins,303.841540943146,,1,31.0,386,,205,275,Waiting for Treatment,
5109,215,67,2,queue,treatment_wait_begins,312.06587014562393,,1,32.0,386,,205,275,Waiting for Treatment,
5110,226,68,2,queue,treatment_wait_begins,317.28332755550696,,1,33.0,386,,205,275,Waiting for Treatment,
5111,228,69,2,queue,treatment_wait_begins,320.2459485503109,,1,34.0,386,,205,275,Waiting for Treatment,
5112,230,70,2,queue,treatment_wait_begins,320.46821633167013,,1,35.0,386,,205,275,Waiting for Treatment,
5113,235,71,2,queue,treatment_wait_begins,325.25123026577114,,1,36.0,386,,205,275,Waiting for Treatment,
5114,241,74,2,queue,treatment_wait_begins,346.037960484565,,1,37.0,386,,205,275,Waiting for Treatment,
5115,243,75,2,queue,treatment_wait_begins,347.69830455805135,,1,38.0,386,,205,275,Waiting for Treatment,
5116,245,76,2,queue,treatment_wait_begins,347.94705816407,,1,39.0,386,,205,275,Waiting for Treatment,
5117,247,77,2,queue,treatment_wait_begins,352.5711693396838,,1,40.0,386,,205,275,Waiting for Treatment,
5118,263,79,2,queue,treatment_wait_begins,369.44362432169635,,1,41.0,386,,205,275,Waiting for Treatment,
5119,265,80,2,queue,treatment_wait_begins,380.09833875091823,,1,42.0,386,,205,275,Waiting for Treatment,
5120,267,81,2,queue,treatment_wait_begins,383.8634124776174,,1,43.0,386,,205,275,Waiting for Treatment,
5125,95,31,2,queue,treatment_wait_begins,139.96198057430644,,1,1.0,388,,205,275,Waiting for Treatment,
5126,97,32,2,queue,treatment_wait_begins,141.90538175510554,,1,2.0,388,,205,275,Waiting for Treatment,
5127,99,33,2,queue,treatment_wait_begins,148.22641604293108,,1,3.0,388,,205,275,Waiting for Treatment,
5128,101,34,2,queue,treatment_wait_begins,151.7688691800117,,1,4.0,388,,205,275,Waiting for Treatment,
5129,106,35,2,queue,treatment_wait_begins,152.9585189515018,,1,5.0,388,,205,275,Waiting for Treatment,
5130,116,37,2,queue,treatment_wait_begins,158.4717443187417,,1,6.0,388,,205,275,Waiting for Treatment,
5131,118,38,2,queue,treatment_wait_begins,160.19091112593068,,1,7.0,388,,205,275,Waiting for Treatment,
5132,120,39,2,queue,treatment_wait_begins,161.80046723046223,,1,8.0,388,,205,275,Waiting for Treatment,
5133,127,41,2,queue,treatment_wait_begins,167.67977668606895,,1,9.0,388,,205,275,Waiting for Treatment,
5134,129,42,2,queue,treatment_wait_begins,174.34828881122837,,1,10.0,388,,205,275,Waiting for Treatment,
5135,133,44,2,queue,treatment_wait_begins,186.72302338228388,,1,11.0,388,,205,275,Waiting for Treatment,
5136,135,45,2,queue,treatment_wait_begins,187.08816512218607,,1,12.0,388,,205,275,Waiting for Treatment,
5137,140,46,2,queue,treatment_wait_begins,192.75850263079985,,1,13.0,388,,205,275,Waiting for Treatment,
5138,148,47,2,queue,treatment_wait_begins,199.5301925701257,,1,14.0,388,,205,275,Waiting for Treatment,
5139,153,48,2,queue,treatment_wait_begins,205.14039082741283,,1,15.0,388,,205,275,Waiting for Treatment,
5140,155,49,2,queue,treatment_wait_begins,206.54063642859495,,1,16.0,388,,205,275,Waiting for Treatment,
5141,157,50,2,queue,treatment_wait_begins,208.1453173837751,,1,17.0,388,,205,275,Waiting for Treatment,
5142,159,51,2,queue,treatment_wait_begins,208.9739969202831,,1,18.0,388,,205,275,Waiting for Treatment,
5143,161,52,2,queue,treatment_wait_begins,210.74581448374042,,1,19.0,388,,205,275,Waiting for Treatment,
5144,163,53,2,queue,treatment_wait_begins,210.85151326578935,,1,20.0,388,,205,275,Waiting for Treatment,
5145,165,54,2,queue,treatment_wait_begins,211.68829524636791,,1,21.0,388,,205,275,Waiting for Treatment,
5146,167,55,2,queue,treatment_wait_begins,218.2635794691037,,1,22.0,388,,205,275,Waiting for Treatment,
5147,181,56,2,queue,treatment_wait_begins,238.24236082502787,,1,23.0,388,,205,275,Waiting for Treatment,
5148,185,58,2,queue,treatment_wait_begins,242.4802497949752,,1,24.0,388,,205,275,Waiting for Treatment,
5149,187,59,2,queue,treatment_wait_begins,244.4690310645114,,1,25.0,388,,205,275,Waiting for Treatment,
5150,189,60,2,queue,treatment_wait_begins,246.27574217918595,,1,26.0,388,,205,275,Waiting for Treatment,
5151,193,62,2,queue,treatment_wait_begins,252.340535869662,,1,27.0,388,,205,275,Waiting for Treatment,
5152,195,63,2,queue,treatment_wait_begins,259.21978013724924,,1,28.0,388,,205,275,Waiting for Treatment,
5153,197,64,2,queue,treatment_wait_begins,266.7588257904633,,1,29.0,388,,205,275,Waiting for Treatment,
5154,211,65,2,queue,treatment_wait_begins,293.3082397692622,,1,30.0,388,,205,275,Waiting for Treatment,
5155,213,66,2,queue,treatment_wait_begins,303.841540943146,,1,31.0,388,,205,275,Waiting for Treatment,
5156,215,67,2,queue,treatment_wait_begins,312.06587014562393,,1,32.0,388,,205,275,Waiting for Treatment,
5157,226,68,2,queue,treatment_wait_begins,317.28332755550696,,1,33.0,388,,205,275,Waiting for Treatment,
5158,228,69,2,queue,treatment_wait_begins,320.2459485503109,,1,34.0,388,,205,275,Waiting for Treatment,
5159,230,70,2,queue,treatment_wait_begins,320.46821633167013,,1,35.0,388,,205,275,Waiting for Treatment,
5160,235,71,2,queue,treatment_wait_begins,325.25123026577114,,1,36.0,388,,205,275,Waiting for Treatment,
5161,241,74,2,queue,treatment_wait_begins,346.037960484565,,1,37.0,388,,205,275,Waiting for Treatment,
5162,243,75,2,queue,treatment_wait_begins,347.69830455805135,,1,38.0,388,,205,275,Waiting for Treatment,
5163,245,76,2,queue,treatment_wait_begins,347.94705816407,,1,39.0,388,,205,275,Waiting for Treatment,
5164,247,77,2,queue,treatment_wait_begins,352.5711693396838,,1,40.0,388,,205,275,Waiting for Treatment,
5165,263,79,2,queue,treatment_wait_begins,369.44362432169635,,1,41.0,388,,205,275,Waiting for Treatment,
5166,265,80,2,queue,treatment_wait_begins,380.09833875091823,,1,42.0,388,,205,275,Waiting for Treatment,
5167,267,81,2,queue,treatment_wait_begins,383.8634124776174,,1,43.0,388,,205,275,Waiting for Treatment,
5172,95,31,2,queue,treatment_wait_begins,139.96198057430644,,1,1.0,390,,205,275,Waiting for Treatment,
5173,97,32,2,queue,treatment_wait_begins,141.90538175510554,,1,2.0,390,,205,275,Waiting for Treatment,
5174,99,33,2,queue,treatment_wait_begins,148.22641604293108,,1,3.0,390,,205,275,Waiting for Treatment,
5175,101,34,2,queue,treatment_wait_begins,151.7688691800117,,1,4.0,390,,205,275,Waiting for Treatment,
5176,106,35,2,queue,treatment_wait_begins,152.9585189515018,,1,5.0,390,,205,275,Waiting for Treatment,
5177,116,37,2,queue,treatment_wait_begins,158.4717443187417,,1,6.0,390,,205,275,Waiting for Treatment,
5178,118,38,2,queue,treatment_wait_begins,160.19091112593068,,1,7.0,390,,205,275,Waiting for Treatment,
5179,120,39,2,queue,treatment_wait_begins,161.80046723046223,,1,8.0,390,,205,275,Waiting for Treatment,
5180,127,41,2,queue,treatment_wait_begins,167.67977668606895,,1,9.0,390,,205,275,Waiting for Treatment,
5181,129,42,2,queue,treatment_wait_begins,174.34828881122837,,1,10.0,390,,205,275,Waiting for Treatment,
5182,133,44,2,queue,treatment_wait_begins,186.72302338228388,,1,11.0,390,,205,275,Waiting for Treatment,
5183,135,45,2,queue,treatment_wait_begins,187.08816512218607,,1,12.0,390,,205,275,Waiting for Treatment,
5184,140,46,2,queue,treatment_wait_begins,192.75850263079985,,1,13.0,390,,205,275,Waiting for Treatment,
5185,148,47,2,queue,treatment_wait_begins,199.5301925701257,,1,14.0,390,,205,275,Waiting for Treatment,
5186,153,48,2,queue,treatment_wait_begins,205.14039082741283,,1,15.0,390,,205,275,Waiting for Treatment,
5187,155,49,2,queue,treatment_wait_begins,206.54063642859495,,1,16.0,390,,205,275,Waiting for Treatment,
5188,157,50,2,queue,treatment_wait_begins,208.1453173837751,,1,17.0,390,,205,275,Waiting for Treatment,
5189,159,51,2,queue,treatment_wait_begins,208.9739969202831,,1,18.0,390,,205,275,Waiting for Treatment,
5190,161,52,2,queue,treatment_wait_begins,210.74581448374042,,1,19.0,390,,205,275,Waiting for Treatment,
5191,163,53,2,queue,treatment_wait_begins,210.85151326578935,,1,20.0,390,,205,275,Waiting for Treatment,
5192,165,54,2,queue,treatment_wait_begins,211.68829524636791,,1,21.0,390,,205,275,Waiting for Treatment,
5193,167,55,2,queue,treatment_wait_begins,218.2635794691037,,1,22.0,390,,205,275,Waiting for Treatment,
5194,181,56,2,queue,treatment_wait_begins,238.24236082502787,,1,23.0,390,,205,275,Waiting for Treatment,
5195,185,58,2,queue,treatment_wait_begins,242.4802497949752,,1,24.0,390,,205,275,Waiting for Treatment,
5196,187,59,2,queue,treatment_wait_begins,244.4690310645114,,1,25.0,390,,205,275,Waiting for Treatment,
5197,189,60,2,queue,treatment_wait_begins,246.27574217918595,,1,26.0,390,,205,275,Waiting for Treatment,
5198,193,62,2,queue,treatment_wait_begins,252.340535869662,,1,27.0,390,,205,275,Waiting for Treatment,
5199,195,63,2,queue,treatment_wait_begins,259.21978013724924,,1,28.0,390,,205,275,Waiting for Treatment,
5200,197,64,2,queue,treatment_wait_begins,266.7588257904633,,1,29.0,390,,205,275,Waiting for Treatment,
5201,211,65,2,queue,treatment_wait_begins,293.3082397692622,,1,30.0,390,,205,275,Waiting for Treatment,
5202,213,66,2,queue,treatment_wait_begins,303.841540943146,,1,31.0,390,,205,275,Waiting for Treatment,
5203,215,67,2,queue,treatment_wait_begins,312.06587014562393,,1,32.0,390,,205,275,Waiting for Treatment,
5204,226,68,2,queue,treatment_wait_begins,317.28332755550696,,1,33.0,390,,205,275,Waiting for Treatment,
5205,228,69,2,queue,treatment_wait_begins,320.2459485503109,,1,34.0,390,,205,275,Waiting for Treatment,
5206,230,70,2,queue,treatment_wait_begins,320.46821633167013,,1,35.0,390,,205,275,Waiting for Treatment,
5207,235,71,2,queue,treatment_wait_begins,325.25123026577114,,1,36.0,390,,205,275,Waiting for Treatment,
5208,241,74,2,queue,treatment_wait_begins,346.037960484565,,1,37.0,390,,205,275,Waiting for Treatment,
5209,243,75,2,queue,treatment_wait_begins,347.69830455805135,,1,38.0,390,,205,275,Waiting for Treatment,
5210,245,76,2,queue,treatment_wait_begins,347.94705816407,,1,39.0,390,,205,275,Waiting for Treatment,
5211,247,77,2,queue,treatment_wait_begins,352.5711693396838,,1,40.0,390,,205,275,Waiting for Treatment,
5212,263,79,2,queue,treatment_wait_begins,369.44362432169635,,1,41.0,390,,205,275,Waiting for Treatment,
5213,265,80,2,queue,treatment_wait_begins,380.09833875091823,,1,42.0,390,,205,275,Waiting for Treatment,
5214,267,81,2,queue,treatment_wait_begins,383.8634124776174,,1,43.0,390,,205,275,Waiting for Treatment,
5219,95,31,2,queue,treatment_wait_begins,139.96198057430644,,1,1.0,392,,205,275,Waiting for Treatment,
5220,97,32,2,queue,treatment_wait_begins,141.90538175510554,,1,2.0,392,,205,275,Waiting for Treatment,
5221,99,33,2,queue,treatment_wait_begins,148.22641604293108,,1,3.0,392,,205,275,Waiting for Treatment,
5222,101,34,2,queue,treatment_wait_begins,151.7688691800117,,1,4.0,392,,205,275,Waiting for Treatment,
5223,106,35,2,queue,treatment_wait_begins,152.9585189515018,,1,5.0,392,,205,275,Waiting for Treatment,
5224,116,37,2,queue,treatment_wait_begins,158.4717443187417,,1,6.0,392,,205,275,Waiting for Treatment,
5225,118,38,2,queue,treatment_wait_begins,160.19091112593068,,1,7.0,392,,205,275,Waiting for Treatment,
5226,120,39,2,queue,treatment_wait_begins,161.80046723046223,,1,8.0,392,,205,275,Waiting for Treatment,
5227,127,41,2,queue,treatment_wait_begins,167.67977668606895,,1,9.0,392,,205,275,Waiting for Treatment,
5228,129,42,2,queue,treatment_wait_begins,174.34828881122837,,1,10.0,392,,205,275,Waiting for Treatment,
5229,133,44,2,queue,treatment_wait_begins,186.72302338228388,,1,11.0,392,,205,275,Waiting for Treatment,
5230,135,45,2,queue,treatment_wait_begins,187.08816512218607,,1,12.0,392,,205,275,Waiting for Treatment,
5231,140,46,2,queue,treatment_wait_begins,192.75850263079985,,1,13.0,392,,205,275,Waiting for Treatment,
5232,148,47,2,queue,treatment_wait_begins,199.5301925701257,,1,14.0,392,,205,275,Waiting for Treatment,
5233,153,48,2,queue,treatment_wait_begins,205.14039082741283,,1,15.0,392,,205,275,Waiting for Treatment,
5234,155,49,2,queue,treatment_wait_begins,206.54063642859495,,1,16.0,392,,205,275,Waiting for Treatment,
5235,157,50,2,queue,treatment_wait_begins,208.1453173837751,,1,17.0,392,,205,275,Waiting for Treatment,
5236,159,51,2,queue,treatment_wait_begins,208.9739969202831,,1,18.0,392,,205,275,Waiting for Treatment,
5237,161,52,2,queue,treatment_wait_begins,210.74581448374042,,1,19.0,392,,205,275,Waiting for Treatment,
5238,163,53,2,queue,treatment_wait_begins,210.85151326578935,,1,20.0,392,,205,275,Waiting for Treatment,
5239,165,54,2,queue,treatment_wait_begins,211.68829524636791,,1,21.0,392,,205,275,Waiting for Treatment,
5240,167,55,2,queue,treatment_wait_begins,218.2635794691037,,1,22.0,392,,205,275,Waiting for Treatment,
5241,181,56,2,queue,treatment_wait_begins,238.24236082502787,,1,23.0,392,,205,275,Waiting for Treatment,
5242,185,58,2,queue,treatment_wait_begins,242.4802497949752,,1,24.0,392,,205,275,Waiting for Treatment,
5243,187,59,2,queue,treatment_wait_begins,244.4690310645114,,1,25.0,392,,205,275,Waiting for Treatment,
5244,189,60,2,queue,treatment_wait_begins,246.27574217918595,,1,26.0,392,,205,275,Waiting for Treatment,
5245,193,62,2,queue,treatment_wait_begins,252.340535869662,,1,27.0,392,,205,275,Waiting for Treatment,
5246,195,63,2,queue,treatment_wait_begins,259.21978013724924,,1,28.0,392,,205,275,Waiting for Treatment,
5247,197,64,2,queue,treatment_wait_begins,266.7588257904633,,1,29.0,392,,205,275,Waiting for Treatment,
5248,211,65,2,queue,treatment_wait_begins,293.3082397692622,,1,30.0,392,,205,275,Waiting for Treatment,
5249,213,66,2,queue,treatment_wait_begins,303.841540943146,,1,31.0,392,,205,275,Waiting for Treatment,
5250,215,67,2,queue,treatment_wait_begins,312.06587014562393,,1,32.0,392,,205,275,Waiting for Treatment,
5251,226,68,2,queue,treatment_wait_begins,317.28332755550696,,1,33.0,392,,205,275,Waiting for Treatment,
5252,228,69,2,queue,treatment_wait_begins,320.2459485503109,,1,34.0,392,,205,275,Waiting for Treatment,
5253,230,70,2,queue,treatment_wait_begins,320.46821633167013,,1,35.0,392,,205,275,Waiting for Treatment,
5254,235,71,2,queue,treatment_wait_begins,325.25123026577114,,1,36.0,392,,205,275,Waiting for Treatment,
5255,241,74,2,queue,treatment_wait_begins,346.037960484565,,1,37.0,392,,205,275,Waiting for Treatment,
5256,243,75,2,queue,treatment_wait_begins,347.69830455805135,,1,38.0,392,,205,275,Waiting for Treatment,
5257,245,76,2,queue,treatment_wait_begins,347.94705816407,,1,39.0,392,,205,275,Waiting for Treatment,
5258,247,77,2,queue,treatment_wait_begins,352.5711693396838,,1,40.0,392,,205,275,Waiting for Treatment,
5259,263,79,2,queue,treatment_wait_begins,369.44362432169635,,1,41.0,392,,205,275,Waiting for Treatment,
5260,265,80,2,queue,treatment_wait_begins,380.09833875091823,,1,42.0,392,,205,275,Waiting for Treatment,
5261,267,81,2,queue,treatment_wait_begins,383.8634124776174,,1,43.0,392,,205,275,Waiting for Treatment,
5262,269,82,2,queue,treatment_wait_begins,390.4333827158369,,1,44.0,392,,205,275,Waiting for Treatment,
5263,271,83,2,queue,treatment_wait_begins,391.8772976892559,,1,45.0,392,,205,275,Waiting for Treatment,
5268,95,31,2,queue,treatment_wait_begins,139.96198057430644,,1,1.0,394,,205,275,Waiting for Treatment,
5269,97,32,2,queue,treatment_wait_begins,141.90538175510554,,1,2.0,394,,205,275,Waiting for Treatment,
5270,99,33,2,queue,treatment_wait_begins,148.22641604293108,,1,3.0,394,,205,275,Waiting for Treatment,
5271,101,34,2,queue,treatment_wait_begins,151.7688691800117,,1,4.0,394,,205,275,Waiting for Treatment,
5272,106,35,2,queue,treatment_wait_begins,152.9585189515018,,1,5.0,394,,205,275,Waiting for Treatment,
5273,116,37,2,queue,treatment_wait_begins,158.4717443187417,,1,6.0,394,,205,275,Waiting for Treatment,
5274,118,38,2,queue,treatment_wait_begins,160.19091112593068,,1,7.0,394,,205,275,Waiting for Treatment,
5275,120,39,2,queue,treatment_wait_begins,161.80046723046223,,1,8.0,394,,205,275,Waiting for Treatment,
5276,127,41,2,queue,treatment_wait_begins,167.67977668606895,,1,9.0,394,,205,275,Waiting for Treatment,
5277,129,42,2,queue,treatment_wait_begins,174.34828881122837,,1,10.0,394,,205,275,Waiting for Treatment,
5278,133,44,2,queue,treatment_wait_begins,186.72302338228388,,1,11.0,394,,205,275,Waiting for Treatment,
5279,135,45,2,queue,treatment_wait_begins,187.08816512218607,,1,12.0,394,,205,275,Waiting for Treatment,
5280,140,46,2,queue,treatment_wait_begins,192.75850263079985,,1,13.0,394,,205,275,Waiting for Treatment,
5281,148,47,2,queue,treatment_wait_begins,199.5301925701257,,1,14.0,394,,205,275,Waiting for Treatment,
5282,153,48,2,queue,treatment_wait_begins,205.14039082741283,,1,15.0,394,,205,275,Waiting for Treatment,
5283,155,49,2,queue,treatment_wait_begins,206.54063642859495,,1,16.0,394,,205,275,Waiting for Treatment,
5284,157,50,2,queue,treatment_wait_begins,208.1453173837751,,1,17.0,394,,205,275,Waiting for Treatment,
5285,159,51,2,queue,treatment_wait_begins,208.9739969202831,,1,18.0,394,,205,275,Waiting for Treatment,
5286,161,52,2,queue,treatment_wait_begins,210.74581448374042,,1,19.0,394,,205,275,Waiting for Treatment,
5287,163,53,2,queue,treatment_wait_begins,210.85151326578935,,1,20.0,394,,205,275,Waiting for Treatment,
5288,165,54,2,queue,treatment_wait_begins,211.68829524636791,,1,21.0,394,,205,275,Waiting for Treatment,
5289,167,55,2,queue,treatment_wait_begins,218.2635794691037,,1,22.0,394,,205,275,Waiting for Treatment,
5290,181,56,2,queue,treatment_wait_begins,238.24236082502787,,1,23.0,394,,205,275,Waiting for Treatment,
5291,185,58,2,queue,treatment_wait_begins,242.4802497949752,,1,24.0,394,,205,275,Waiting for Treatment,
